,link,title,snippet,is,is not,isn't,will,will not,won't,could,could not,couldn't,can,cannot,can't,are,are not,aren't
281,https://matrix.berkeley.edu/?matrix_seminars=climate-economics-numerical-models-data-driven-estimates,Climate Economics: From Numerical Models to Data-Driven Estimates,"Yet in recent years, many economists have started to use empirical, data-driven econometric estimates to measure the impacts of climate change, and in some ...",,,,,,,,,,,,,,,
282,https://rosap.ntl.bts.gov/view/dot/42624/dot_42624_DS1.pdf?,Evacuation Zone Modeling under Climate Change: A Data-Driven ...,This study develops a novel grid cell-based data-driven method which can predict future. 17 evacuation zones under climate change without running the ...,,,,,,,,,,,,,,,
283,https://www.climatelinks.org/blog/renewable-energy-explorer-enabling-data-driven-renewable-energy-decisions,Renewable Energy Explorer: Enabling Data-Driven Renewable ...,"Feb 22, 2017 ... Renewable Energy Explorer: Enabling Data-Driven Renewable ... to USAID's work to help countries mitigate and adapt to climate change.",,,,,,,,,,Renewable energy resource data can be measured or modeled and vary in resolution for space and time.,,,,,
284,https://gradfunding.web.unc.edu/2021/02/25/data-driven-envirolab-student-research-assistants/,Data-Driven EnviroLab Student Research Assistants - Graduate ...,"Feb 25, 2021 ... Their work has been published in high-profile academic journals, including Nature and Nature Climate Change, and has been featured in ...",,,,,,,,,,,,,,,
285,https://publicpolicy.unc.edu/people/angel-hsu/,"Angel Hsu, an assistant professor of public policy, environment and ...","Jun 27, 2019 ... She is also Founder and Director of the Data-Driven EnviroLab, an ... in the areas of climate change and energy, urbanization and air quality.",,,,,,,,,,,,,,,
286,https://www.esri.com/about/newsroom/insider/data-driven-citizenship/,Data Driven Citizenship,"Sep 27, 2016 ... A few choose to engage with their civil organizations, advocating for positive change, or against negative impacts; they participate in civic ...",,,,,,,,,,,,,,,
287,https://www.ted.com/speakers/angel_hsu,Angel Hsu | Speaker | TED,Angel Hsu is a professor and data geek who applies data-driven methods to solve challenging ... How China is (and isn't) fighting pollution and climate change.,,,,,,,,,,,,,,,
288,https://thoughtdistillery.com/life-hacks/a-data-driven-climate-change-aware-approach-to-home-buying-and-business-relocation/,"A Data-Driven, Climate Change-Aware Approach to Home Buying ...","A Data-Driven, Climate Change-Aware Approach to Home Buying and Business Relocation. Published by Becca on October 26, 2020 October 26, 2020.",,,,,,,,,,,,,,,
289,http://www.diva-portal.org/smash/record.jsf?pid=diva2:1437243,"Data-driven smart mobility as an act to mitigate climate change, a ...","Jun 9, 2020 ... Keywords [en]. Sustainable Development, Climate Change, Smart Mobility, Sustainable Transport, Data-driven Transition ...",,,,,,,,,,,,,,,
290,https://www.biorxiv.org/content/10.1101/2020.10.08.331496v1,Data-driven yield projections suggest large opportunities to improve ...,"Oct 8, 2020 ... ... to improve Europe's soybean self-sufficiency under climate change ... We used data-driven relationships between climate and soybean yield ...",,,,,,,,,,,,,,,
291,https://sponsored.foreignpolicy.com/chemonics/combating-climate-change-with-data-driven-development/,Combating Climate Change with Data-Driven Development ...,This data-driven approach allows experts from Chemonics' global workforce and from its technical practice areas to analyze climate change impact across the ...,,,,,,,,,,"Transparent data can help earn the trust of decision makers and communities while locally based staff bring understanding of cultural context, Perine said.",,,,,
292,https://link.springer.com/article/10.1007/s10584-007-9358-9,Climate change impacts on forest growth and tree mortality: a data ...,"Dec 7, 2007 ... Climate change impacts on forest growth and tree mortality: a data-driven modeling study in the mixed-conifer forest of the Sierra Nevada, ...",,,,,,,,,,,,,,,
293,https://blogs.icrc.org/law-and-policy/2021/06/01/data-driven-environmental-decision-making-armed-conflict/,Data-driven environmental decision-making and action in armed ...,"Jun 1, 2021 ... How can this influence behaviour change and improve accountability for military actions and targeting decisions? On satellites, sentinels and ...",,,,,,,,,,,,,,,
294,https://www.sciencedaily.com/releases/2021/01/210104114105.htm,New data-driven global climate model provides projections for urban ...,"Jan 4, 2021 ... Cities only occupy about 3% of the Earth's total land surface, but they bear the burden of the human-perceived effects of global climate change, ...",,,,,,,,,,,,,,,
295,https://www.sciencedirect.com/science/article/pii/S0039368120301606,Understanding climate phenomena with data-driven models ...,"This kind of understanding would be attributed to people who can explain why global warming occurs, how cloud formation works, etc. Hence, a model is ...",,,,,,,,,,,,,,,
296,https://www.canarymedia.com/articles/confronting-climate-change-with-fiercely-independent-data-driven-journalism/,"Confronting climate change with fiercely independent, data-driven ...","Apr 6, 2021 ... Confronting climate change with fiercely independent, data-driven journalism. We're on the cusp of a life-threatening climate calamity, ...",,,,,,,,,,,,,,,
297,https://www.nature.com/articles/s42256-020-0219-9?proof=t,The carbon impact of artificial intelligence | Nature Machine ...,"Aug 12, 2020 ... The part that artificial intelligence plays in climate change has come under scrutiny, including from tech workers themselves who joined the ...",,,,,,,,,,,,,,,
298,https://www.mcc-berlin.net/en/news/information/information-detail/article/tackling-climate-change-with-artificial-intelligence.html,Tackling climate change with artificial intelligence - Mercator ...,"Nov 6, 2019 ... The expert network “Climate Change AI” releases an analysis of potential applications, and prepares for drawing entrepreneurs and investors ...",,,,"And AI will have much impact on how we will plan our living spaces and transport facilities in urban areas in the future.”The network is now preparing an even larger workshop in December at the 2019 Conference on Neural Information Processing Systems in Vancouver, Canada.",,,,,,,,,,,
299,https://pubmed.ncbi.nlm.nih.gov/33444127/,Using Artificial Intelligence to Visualize the Impacts of Climate Change,Public awareness and concern about climate change often do not match the magnitude of its threat to humans and our environment. One reason for this ...,,,,,,,,,,,,,,,
300,https://venturebeat.com/2019/12/16/ai-experts-urge-machine-learning-researchers-to-tackle-climate-change/,AI experts urge machine learning researchers to tackle climate change,"Dec 16, 2019 ... The workshop is put together by Climate Change AI, a group that hosts workshops at AI research conferences and a forum for collaboration ...",,,,,,,,,,"At the Tackling Climate Change workshop at this year’s NeurIPS conference, some of the top minds in machine learning came together to discuss the effects of climate change on life on Earth, how AI can tackle the urgent problem, and why and how the machine learning community should join the fight.",,,,,
301,https://pubmed.ncbi.nlm.nih.gov/18819672/,Climate change and avian influenza,"This paper discusses impacts of climate change on the ecology of avian influenza viruses (AI viruses), which presumably co-evolved with migratory water birds, ...",,,,,,,,,,,,,,,
302,https://www.inverse.com/innovation/a-new-ai-system-could-help-us-produce-more-food,Climate change threatens crops. A.I. could help save them.,"Feb 20, 2020 ... ... of A.I. could help us increase agricultural yields as climate change ... and artificial intelligence can help farmers gain insight into how they can ...",,,,,,,,,,"Robots and drones are increasingly being used to help grow, harvest and process the food we eat, and artificial intelligence can help farmers gain insight into how they can maximize their productivity.",,,,,
303,https://www.nature.com/articles/s41467-019-14108-y,The role of artificial intelligence in achieving the Sustainable ...,"Jan 13, 2020 ... Looking at SDG 13 on climate action, there is evidence that AI advances will support the understanding of climate change and the modeling of ...",,,,,,,,,,,,,,,
304,https://www.carbonbrief.org/new-study-challenges-finding-that-climate-change-will-drive-dryland-expansion,New study challenges finding that climate change will drive dryland ...,"Mar 11, 2021 ... However, the study highlights that AI is an atmosphere-only measure and does not capture the relationship between climate change and land ...",,,,,,,,,,,,,,,
305,https://www.iucn.org/content/building-resilience-climate-change-ecosystem-based-adaptation-and-lessons-field,Building resilience to climate change : ecosystem-based adaptation ...,"Oct 19, 2010 ... With climate change now a certainty, the question is now how much change there will be and what can be done about it. One of the answers is ...",,,,,,,,,,,,,,,
306,https://www.siliconrepublic.com/innovation/sfi-ai-climate-change-adaptation,Climate adaptation tool wins SFI's AI for Societal Good award,"Jul 29, 2021 ... The NUI Galway team created an AI-based remote sensing platform that can measure adaptation to the climate crisis using satellite imagery.",,,,,,,,,,,,,,,
307,https://www.weforum.org/agenda/2021/03/space-technology-tackle-climate-change/,How space technology can help tackle climate change | World ...,"Mar 23, 2021 ... 5 ways space tech can help protect the planet · 1. Frontier technologies to tackle climate change · 2. Satellites to track weather patterns · 3. AI ...","The data is then beamed to the ISS, where it is transmitted to a ground station.",,,,,,,,,"Satellite images transformed into data for farmers 


Satellite imagery and climate data can also support other sectors such as agriculture and industry, with additional benefits to the communities they serve.",,,,,
308,https://www.vox.com/future-perfect/22552963/how-to-be-a-good-ancestor-longtermism-climate-change,"How to help future generations survive climate change, pandemics ...","Jul 2, 2021 ... What we owe to future generations. They'll face extreme risks like climate change , pandemics, and artificial intelligence. We can help them ...",,,,"Instead of donating to soup kitchens or charities that save kids from malaria today, you may donate to researchers who are figuring out how to ensure that tomorrow’s AI will be aligned with human values.",,,"AI could outstrip human-level intelligence in the coming decades and, if not aligned with our values and goals, could wreak havoc on human life.",,,,,,,,
309,https://www.mygreatlearning.com/blog/machine-learning-to-solve-climate-change/,Machine Learning Can Now Solve Climate Change - Here's How,"Apr 29, 2020 ... Climate change impacts are worsening over time. Can Climate change and artificial intelligence go hand in hand? Read more to find out how ...",,,,,,,,,,,,,,,
310,https://www.c4isrnet.com/global/europe/2021/08/06/autonomous-systems-to-help-nato-examine-climate-change-effects-in-arctic-waters/,Autonomous systems to help NATO examine climate change effects ...,"Aug 6, 2021 ... NATO sees continued investment in autonomous platforms, artificial intelligence and big data as critical to understanding how a thawing Arctic ...",,,,"Investments in AI will be key to ensuring those systems remain in operation for long periods of time in the changing, but still austere conditions, said Catherine Warner, CMRE director.“We have to improve the autonomy and the artificial intelligence of our systems,” Warner said in an Aug. 5 virtual roundtable with reporters.",,,,,,,,,,,
311,https://obamawhitehouse.archives.gov/sites/default/files/whitehouse_files/microsites/ostp/NSTC/preparing_for_the_future_of_ai.pdf,PREPARING FOR THE FUTURE OF ARTIFICIAL INTELLIGENCE ...,"Oct 12, 2016 ... Environment, Natural Resources, and Sustainability; Homeland and National Security; Science, ... Advances in Artificial Intelligence (AI) technology have opened up ... Adapting gracefully to unforeseen situations is difficult yet.",,,,,,,,,,,,,,,
312,https://cpr.unu.edu/ai-global-governance-why-we-need-an-intergovernmental-panel-for-artificial-intelligence.html,AI & Global Governance: Why We Need an Intergovernmental Panel ...,"AI global governance approaches will need to borrow and adapt from other governance regimes including climate change, internet governance, arms control , ...",,,,,,,,,,,,,,,
313,https://www.thinkbrg.com/insights/publications/ai-environmental-enforcement/,An Evolving Landscape: Using Artificial Intelligence to Adapt to ...,"Jun 28, 2021 ... Shortly thereafter, Biden issued an executive order, Tackling the Climate Crisis at Home and Abroad, which sought to enhance global action on ...",,,,,,,,,,,,,,,
314,http://nora.nerc.ac.uk/id/eprint/526080/1/N526080JA.pdf,Machine learning and artificial intelligence to aid climate change ...,"Nov 22, 2019 ... Keywords: climate change, global warming, extreme weather, drought, artificial intelligence, machine learning, climate simulations. Abstract.",,,,,,,,,,,,,,,
315,https://www.adb.org/sites/default/files/publication/614891/artificial-intelligence-smart-water-management-systems.pdf,Using Artificial Intelligence for Smart Water Management Systems ...,"climate-related investments to combat climate change impacts. In addition, application of AI numerical tools to the water sector largely contributes to addressing ...",,,,,,,,,,,,,,,
316,https://ssir.org/articles/entry/the_case_for_causal_ai,The Case for Causal AI,"It employs predictive machine learning, a class of self-adaptive algorithms that ... Climate change | Causal AI techniques have been applied to climate change to ...",,,,,,,,,,,,,,,
317,https://www.turing.ac.uk/research/climate-action-turing,Climate action at the Turing | The Alan Turing Institute,The Turing is committed to tackling climate change and its impacts through the power of data science and artificial intelligence · Breadcrumb · Introduction · Contact ...,,,,,,,,,,"But science provides...
Thursday 22 Apr 2021





 




Collaboration boosts research at intersection of climate science and AI




An ‘operational alliance’ has been signed by The Alan Turing Institute and the Met Office, formalising ambitions to co-design a dynamic programme of research
Wednesday 16 Dec 2020





 




Big data can save the little pollinators




It’s time to apply the big data approach of molecular medicine to the problem.",,,,,
318,https://www.nature.com/articles/s41561-020-0582-5,Artificial intelligence reconstructs missing climate information ...,"Jun 1, 2020 ... Here we demonstrate that artificial intelligence can skilfully fill these observational gaps when combined with numerical climate model data.","However, in that region in July 1877, a large section of missing data is present in HadCRUT4 (Fig.",,,,,,,,,Here we demonstrate that artificial intelligence can skilfully fill these observational gaps when combined with numerical climate model data.,,,"As compared with kriging and PCA, both trained DNNs (20crAI and cmipAI) provide further improvements, particularly in the early years with significantly higher correlation values and lower errors for the entire period (1870–2005).Spatial and temporal reconstruction of HadCRUT4Having established that both trained 20crAI and cmipAI are able to correctly reproduce unknown and independent climate test datasets of 20CR and CMIP, also in a cross-validation manner, now we applied these DNNs to reconstruct HadCRUT4.",,
319,https://arxiv.org/abs/2101.09126,Will Artificial Intelligence supersede Earth System and Climate ...,Statistics > Machine Learning. arXiv:2101.09126 (stat). [Submitted on 22 Jan 2021]. Title:Will Artificial Intelligence supersede Earth System and Climate Models?,,,,,,,,,,,,,,,
320,https://e360.yale.edu/features/can-artificial-intelligence-help-build-better-smarter-climate-models,"Can Artificial Intelligence Help Build Better, Smarter Climate Models ...","Dec 10, 2018 ... (Pritchard and his colleagues affectionately call their AI system the “Cloud Brain.” ) Not only is AI smart; it's efficient. And that, for climate modelers, ...",,,,,,,"So, since there isn’t a rulebook, AI could be the most promising way forward.",,,,,,,,
321,https://www.nato.int/docu/review/articles/2021/04/01/nato-is-responding-to-new-challenges-posed-by-climate-change/index.html,NATO is responding to new challenges posed by climate change,"Apr 1, 2021 ... Climate change and extreme weather have significant military implications ... Artificial Intelligence and new Earth observation systems offer new ...",,,,,,,,,,,,,,,
322,https://www.c40.org/case_studies/c40-good-practice-guides-rotterdam-climate-change-adaptation-strategy,C40 Good Practice Guides: Rotterdam - Climate Change Adaptation ...,"Summary. Rotterdam, the largest European port, has an integrated climate change adaptation approach, marked by adoption of the Rotterdam Climate Proofxviii ...",,,,,,,,,,,,,,,
323,https://journals.ametsoc.org/view/journals/wcas/11/3/wcas-d-18-0134_1.xml,Evaluating Knowledge to Support Climate Action: A Framework for ...,"... to change, AI can reveal impacts, ... for AI in climate adaptation, ...",,,,,,,,,,,,,,,
324,https://c3.ai/dti/research/ai-for-energy-and-climate-security/,Second Call for Proposals Digital Transformation and AI for Energy ...,AI for Improved Climate Change Modeling: Using AI/ML to address climate change modeling and adaptation. Areas of focus may include deep-learning based ...,,,,,,,,,,Algorithms and Software Development        Proposals are required to use the C3 AI Suite and Microsoft Azure to show how the algorithms can be applied to real world data.,,,,,
325,https://www.technologynetworks.com/informatics/articles/how-machine-learning-and-ai-can-help-in-the-fight-against-climate-change-327269,How Machine Learning and AI Can Help in the Fight Against ...,"Nov 14, 2019 ... Climate change has emerged as the biggest threat to humanity. How can technologies like AI and machine learning lend a hand?","In the context of “clean tech”, AI is poised to have an impact on the design of environmentally-friendly buildings, sustainable supply chains, the efficiency of freight transportation, and more.One of the most important sectors for this kind of innovation is agriculture.",,,,,,,,,,,,,,
326,https://formas.se/en/start-page/archive/calls/2021-02-09-ai-in-the-service-of-the-climate-2.html,AI in the service of the climate 2 - Formas,"Feb 9, 2021 ... The call is aimed at those of you who want to carry out the project which, with the help of artificial intelligence (AI), contributes to Sweden by ...",,,,,,,,,,,,,,,
327,https://www.re-work.co/events/ai-tackle-climate-change,AI in Climate Change Webinar | RE•WORK,WEBINAR: How Can AI Tackle Climate Change? ... methods of AI to benefit society and tackle the global challenge of climate change and natural disasters.,,,,,,,,,,,,,,,
328,https://www.americansecurityproject.org/artificial-intelligence-the-future-of-climate-security/,Artificial Intelligence: The Future of Climate Security | ASP American ...,"Jun 11, 2020 ... AI is revolutionizing the way we pursue climate security. AI offers four capabilities that make us more resilient to climate change.",,,,,,,,,,,,,,,
329,https://grist.org/article/robert-downey-jr-wants-to-use-artificial-intelligence-to-solve-climate-change/,Robert Downey Jr. wants to use artificial intelligence to solve climate ...,"Jun 6, 2019 ... But climate activists may have found it somewhat ironic that he chose Amazon's artificial intelligence, robotics, and space conference to unveil his ...",,,,,,,,,,,,,,,
330,https://www.supplychainbrain.com/articles/33437-investors-back-climateai-to-tackle-13-trillion-in-climate-risk-across-supply-chains,Investors Back ClimateAi to Tackle $1.3 Trillion in Climate Risk ...,"Jul 23, 2021 ... ClimateAi, a firm applying artificial intelligence to climate risk modeling, today announced the launch of its Enterprise Climate Planning (ECP) ...",,,,,,,,,,,,,,,
331,https://www.indiegogo.com/projects/ambi-climate-ai-enhanced-air-conditioning-comfort,Ambi Climate: AI Enhanced Air Conditioning Comfort | Indiegogo,Unique A.I. technology detects & analyzes multiple factors for ultimate comf | Check out 'Ambi Climate: AI Enhanced Air Conditioning Comfort' on Indiegogo.,,,,,,,,,,,,,,,
332,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2019WR025035,Detecting the State of the Climate System via Artificial Intelligence to ...,"Oct 20, 2019 ... Detecting the State of the Climate System via Artificial Intelligence to Improve Seasonal Forecasts and Inform Reservoir Operations · Figures ...",,,,,,,,,,,,,,,
333,https://www.esa.int/Applications/Observing_the_Earth/Space_for_our_climate/Harnessing_artificial_intelligence_for_climate_science,Harnessing artificial intelligence for climate science - ESA,"Sep 18, 2019 ... Exposing the data to artificial intelligence methods enables the algorithms to 'play ' with data and find statistical connections. These 'convolutional ...","This would mean gathering aerosol measurements across visible, thermal and the ultraviolet spectral range, from sensors with different viewing angles.”He says solving this as a big data problem could make these data automatically fit together and be consistent.“Explainable artificial intelligence is another evolving area that could help unveil the physics or chemistry behind the data”, says Dr Brockmann, who is in the Climate Change Initiative’s Ocean Colour science team.“In artificial intelligence, computer algorithms learn to deal with an input dataset to generate an output, but we don’t understand the hidden layers and connections in neural networks: the so-called black box.“We can’t see what’s inside this black box, and even if we could, it wouldn’t tell us anything.",,,,,,,,,,,,"In machine learning, computer algorithms are trained, in the statistical sense, to split, sort and transform data to improve dataset classification, prediction, or pattern discovery.Dr Brockmann says, “Connections between different variables in a dataset are caused by the underlying physics or chemistry, but if you tried to invert the mathematics, often too much is unknown, and so unsolvable.“For humans it’s often hard to find connections or make predictions from these complex and nonlinear climate data.” 

Artificial intelligence helps by building up connections automatically.",,
334,https://www.sciencedirect.com/science/article/pii/S0167779919301143,Accelerating Climate Resilient Plant Breeding by Applying Next ...,"Next-generation phenomics, genomics, and artificial intelligence (AI) are perceived as key components of accelerating the plant breeding process. Platforms for ...",,,,,,,,,,,,,,,
335,https://www.thelancet.com/journals/lanplh/article/PIIS2542-5196(21)00179-0/fulltext,Systematic mapping of global research on climate and health: a ...,"Jul 13, 2021 ... We aimed to use machine learning methods to systematically synthesise an evidence base on climate change and human health.",,,,,,,,,,,,,,,
336,https://www.energy.gov/articles/doe-announces-345-million-data-science-and-computation-tools-advance-climate-solutions,DOE Announces $34.5 Million for Data Science and Computation ...,"Mar 19, 2021 ... Artificial intelligence and machine learning can boost clean energy technologies, energy efficiency, and climate modeling.",,,,,,,,,,,,,,,
337,https://www.pnas.org/content/113/39/10729,Opinion: Big data has big potential for applications to climate ...,"Sep 27, 2016 ... And yet, the climate change adaptation community has largely overlooked ... A “ data-driven” approach uses big datasets to explore—often ...","








Skip to main content











Main menu






Home
ArticlesCurrent
Special Feature Articles - Most Recent
Special Features
Colloquia
Collected Articles
PNAS Classics
List of Issues

Front MatterFront Matter Portal
Journal Club

NewsFor the Press
This Week In PNAS
PNAS in the News

Podcasts
AuthorsInformation for Authors
Editorial and Journal Policies
Submission Procedures
Fees and Licenses

Submit






Submit
AboutEditorial Board
PNAS Staff
FAQ
Accessibility Statement
Rights and Permissions
Site Map

Contact
Journal Club
SubscribeSubscription Rates
Subscriptions FAQ
Open Access
Recommend PNAS to Your Librarian










User menu






Log in
Log out
 My Cart





 



 







Search






Search for this keyword 


 Search

 




Advanced search
 

















 



























 



Log in
Log out
 My Cart
 













Search for this keyword 


 Search

 



Advanced Search 
















Home
ArticlesCurrent
Special Feature Articles - Most Recent
Special Features
Colloquia
Collected Articles
PNAS Classics
List of Issues

Front MatterFront Matter Portal
Journal Club

NewsFor the Press
This Week In PNAS
PNAS in the News

Podcasts
AuthorsInformation for Authors
Editorial and Journal Policies
Submission Procedures
Fees and Licenses

Submit






 


















 





Opinion
Opinion: Big data has big potential for applications to climate change adaptation

 View ORCID ProfileJames D. Ford, Simon E. Tilleard, Lea Berrang-Ford, Malcolm Araos, Robbert Biesbroek, Alexandra C. Lesnikowski, Graham K. MacDonald, Angel Hsu, Chen Chen, and Livia BizikovaaDepartment of Geography, McGill University, Montreal, QC, Canada H3A 2K6;bDepartment of Social Sciences, Public Administration and Policy Group, Wageningen University, 6708 PB Wagnenigen, The Netherlands;cYale School of Forestry and Environmental Studies, Yale University, New Haven, CT 06520;dNotre Dame Global Adaptation Index, University of Notre Dame, Notre Dame, IN 46556;eInternational Institute for Sustainable Development, Ottawa, QC, Canada K1P 5Z9



 See allHide authors and affiliations



PNAS September 27, 2016 113 (39) 10729-10732; https://doi.org/10.1073/pnas.1614023113  
James D. Ford aDepartment of Geography, McGill University, Montreal, QC, Canada H3A 2K6;Find this author on Google Scholar
Find this author on PubMed
Search for this author on this site
ORCID record for James D. Ford 
For correspondence: 
james.ford@mcgill.ca
Simon E. Tilleard aDepartment of Geography, McGill University, Montreal, QC, Canada H3A 2K6;Find this author on Google Scholar
Find this author on PubMed
Search for this author on this site
Lea Berrang-Ford aDepartment of Geography, McGill University, Montreal, QC, Canada H3A 2K6;Find this author on Google Scholar
Find this author on PubMed
Search for this author on this site
Malcolm Araos aDepartment of Geography, McGill University, Montreal, QC, Canada H3A 2K6;Find this author on Google Scholar
Find this author on PubMed
Search for this author on this site
Robbert Biesbroek bDepartment of Social Sciences, Public Administration and Policy Group, Wageningen University, 6708 PB Wagnenigen, The Netherlands;Find this author on Google Scholar
Find this author on PubMed
Search for this author on this site
Alexandra C. Lesnikowski aDepartment of Geography, McGill University, Montreal, QC, Canada H3A 2K6;Find this author on Google Scholar
Find this author on PubMed
Search for this author on this site
Graham K. MacDonald aDepartment of Geography, McGill University, Montreal, QC, Canada H3A 2K6;Find this author on Google Scholar
Find this author on PubMed
Search for this author on this site
Angel Hsu cYale School of Forestry and Environmental Studies, Yale University, New Haven, CT 06520;Find this author on Google Scholar
Find this author on PubMed
Search for this author on this site
Chen Chen dNotre Dame Global Adaptation Index, University of Notre Dame, Notre Dame, IN 46556;Find this author on Google Scholar
Find this author on PubMed
Search for this author on this site
Livia Bizikova eInternational Institute for Sustainable Development, Ottawa, QC, Canada K1P 5Z9Find this author on Google Scholar
Find this author on PubMed
Search for this author on this site
 



 



Article
Figures & SI
Info & Metrics
 PDF
 







The capacity to collect and analyze massive amounts of data is transforming research in the natural and social sciences (1).",,,,,,,,,,,,,,
338,https://glisa.umich.edu/resources-tools/adaptation-monitoring-and-evaluation-toolkit/,Adaptation Monitoring and Evaluation Toolkit | GLISA,"Evaluation enables data-driven decision-making and helps organizations assess ... Adaptation, according to the Intergovernmental Panel on Climate Change, ...",,,,,,,,,,,,,,,
339,https://www.sciencedirect.com/science/article/pii/S0308597X19309194,Data-driven approach for highlighting priority areas for protection in ...,"Integrating information on climate change had a similarly minor influence on the planning solution, suggesting that climate-informed ABNJ protected areas may be ...",,,,,,,,,,,,,,,
340,https://climate-adapt.eea.europa.eu/metadata/publications/increasing-risk-over-time-of-weather-related-hazards-to-the-european-population-a-data-driven-prognostic-study,Increasing risk over time of weather-related hazards to the European ...,Climate-ADAPT Logo. Help ... Increasing risk over time of weather-related hazards to the European population: a data-driven prognostic study ... The study concluded that weather-related disasters could affect about two-thirds of the European ...,,,,,,,,,,,,,,,
341,https://www.climatechange.ai/papers/iclr2020/11/paper.pdf,A BENCHMARK DATASET FOR DATA-DRIVEN WEATHER ...,"Accurate weather forecasts are a crucial prerequisite for climate change adapta- tion. Can these be provided by deep learning? First studies show promise, but ...",,,,,,,,,,,,,,,
342,https://www.awhere.com/sdg-setbacks-with-data-driven-development/,Overcoming 2020 SDG setbacks with Data-Driven Development ...,"Oct 27, 2020 ... Overcoming 2020 SDG setbacks with Data-Driven Development: Weather Data, Tools and Insights for Adaptation to Climate Change.","To address this, robust and vetted weather data delivered at a local level is a powerful tool to address this issue, especially when accurate weather data is placed at the fingertips of citizens.",,,,,,,,,,,,,,
343,https://medium.com/what-works-cities-certification/fort-collins-adapts-to-drier-climate-with-data-driven-solutions-c3a541582590,Fort Collins Adapts to Drier Climate with Data-Driven Solutions | by ...,"Jul 14, 2021 ... With extreme heat and dryness expected to be the new normal for years to come across the region, governments have no choice but to adapt. In ...","The City treats data as a strategic asset that can yield actionable insights and meaningfully engage the public.“When you have a robust data program, and data is easily accessible to both staff and residents, it becomes much easier to determine how finite city resources can be used to tackle issues such as water conservation,” says Tyler Marr, deputy director of Information & Employee Services in Fort Collins.Sharing Data to Save WaterThe City’s Landscape Water Budget and Leak Alerts programs showcase how combining the right technology platforms with open data practices and performance analytics can deliver real results.Prior to launching the Landscape Water Budget program, Fort Collins conducted commercial irrigation audits.",,,,,,,,,,,,,,
344,https://www.nature.com/articles/s41893-020-00631-0,The global divide in data-driven farming | Nature Sustainability,"Nov 2, 2020 ... Furthermore, croplands with severe yield gaps, climate-stressed ... diverse as low crop yields, poor human nutrition, disease and climate adaptation. ... Data-driven farming is promoted in areas such as climate services, digital ...",,,,,,,,,,,,,,,
345,https://www.yahoo.com/now/two-climate-change-ai-co-010600872.html,Two Climate Change AI Co-Founders Named Among MIT ...,"Jul 1, 2021 ... SAN FRANCISCO, July 01, 2021 (GLOBE NEWSWIRE) -- Climate Change AI's David Rolnick and Priya Donti have been named to MIT ...",,,,,,,,,,,,,,,
346,https://www.facebook.com/climatechangeai/,Climate Change AI - Home | Facebook,Climate Change AI. 508 likes · 12 talking about this. Tackling climate change with machine learning. We facilitate cooperation and provide resources for...,"Suggest projects at: https://www.climatechange.ai/gpai-case-studiesClimate Change AIAugust 5 at 1:38 PM · Climate Change AI is excited to announce another virtual workshop on climate change and machine learning, which will be hosted at #NeurIPS2021.",,,,,,,,,,,,,,
347,https://daviddao.org/,David Dao,"I'm a Global Shaper at World Economic Forum, a Core Member of Climate Change AI, a Climate Leader at Climate Reality Project and organized conferences ...",,,,,,,,,,,,,,,
348,https://aiforgood.itu.int/event/accelerating-climate-science-with-ai/,Accelerating climate science with AI - AI for Good Climate change is ...,"Accelerating climate science with AI. Climate change is one of the most pressing global challenges, with human emissions now unanimously accepted as the ...",,,,,,,,,,,,,,,
349,https://sas.rutgers.edu/news-a-events/news/newsroom/faculty/402-news-events-main/news/student-news/3423-max-wang,An Undergraduate's Journey Culminates in Commitment to Combat ...,Rutgers senior sees global warming as existential crisis. KD21 Max ... His goal: applying the principles of artificial intelligence to climate change mitigation.,,,,,,,,,,,,,,,
350,https://www.sciencedaily.com/releases/2018/06/180620150203.htm,The sounds of climate change: AI to analyze field recordings and ...,"The sounds of climate change. AI to analyze field recordings and estimate songbird arrivals. Date: June 20, 2018; Source: Lamont-Doherty Earth Observatory, ...",,,,,,,,,,,,,,,
351,https://www.smashingmagazine.com/2019/09/ai-climate-change/,How AI Is Helping Solve Climate Change — Smashing Magazine,"Sep 19, 2019 ... IBM's Green Horizon Project is an AI that creates self-configuring weather and pollution forecasts. IBM created the project with the hope that they ...",,,,,,,,,,,,,,,
352,https://www.itu.int/en/myitu/News/2021/07/13/11/36/AI-expands-scope-of-climate-science,AI expands scope of climate science - My ITU,"Jul 13, 2021 ... Globally, climate change is driving conflict and refugee flows, while growing numbers of species are at risk of extinction as ecosystems collapse ...","13/04/2021







 


Here’s why effective disaster management needs responsible AI


The use of artificial intelligence to help avert, mitigate and manage disasters holds a great deal of promise - but more efforts are required to ensure that AI is deployed responsibly and ethically.",,,"07/07/2021







 


How AI will shape smart cities


From renewable energy to detecting plastic waste and digital twin cities, artificial intelligence (AI) and machine learning are emerging as key tools to bring a sustainable urban future into being despite a rapidly warming world.",,,,,,,,,,,
